refactoring_type,predicted,correct,file_path
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SumFloatAggregatorFunction.java
Change Return Type,Rename Variable,False,x-pack/plugin/migrate/src/internalClusterTest/java/org/elasticsearch/xpack/migrate/action/CopyLifecycleIndexMetadataTransportActionIT.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/TopIpGroupingAggregatorFunction.java
Replace Anonymous With Class,Change Type Declaration Kind,False,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/fulltext/Score.java
Add Variable Modifier,Merge Conditional,False,server/src/main/java/org/elasticsearch/ingest/IngestService.java
Extract Variable,Extract Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MedianAbsoluteDeviationDoubleGroupingAggregatorFunction.java
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/TopFloatGroupingAggregatorFunction.java
Extract And Move Method,Extract And Move Method,True,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/multivalue/MvAppend.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointSourceValuesGroupingAggregatorFunction.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SampleBytesRefGroupingAggregatorFunction.java
Rename Variable,Remove Parameter Annotation,False,server/src/main/java/org/elasticsearch/index/engine/Engine.java
Extract Method,Extract Method,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/TopIpAggregatorFunction.java
Move Method,Rename Method,False,x-pack/plugin/esql/qa/server/src/main/java/org/elasticsearch/xpack/esql/qa/rest/EsqlSpecTestCase.java
Encapsulate Attribute,Rename Attribute,False,server/src/main/java/org/elasticsearch/index/snapshots/IndexShardSnapshotStatus.java
Modify Parameter Annotation,Remove Parameter,False,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/string/Contains.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MinBytesRefAggregatorFunction.java
Rename Class,Change Class Access Modifier,False,server/src/main/java/org/elasticsearch/common/cache/Cache.java
Extract Variable,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/StdDevIntGroupingAggregatorFunction.java
Remove Parameter,Remove Parameter,True,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/ValuesDoubleAggregator.java
Change Return Type,Change Variable Type,False,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/inference/bulk/BulkInferenceExecutorTests.java
Extract Variable,Extract Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/TopLongGroupingAggregatorFunction.java
Add Parameter Annotation,Change Return Type,False,x-pack/plugin/esql-core/src/main/java/org/elasticsearch/xpack/esql/core/expression/ReferenceAttribute.java
Extract Method,Extract Method,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/TopDoubleAggregatorFunction.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoShapeSourceValuesAggregatorFunction.java
Replace Variable With Attribute,Change Variable Type,False,x-pack/plugin/ml/src/test/java/org/elasticsearch/xpack/ml/MlIndexTemplateRegistryTests.java
Add Attribute Modifier,Pull Up Attribute,False,server/src/main/java/org/elasticsearch/index/codec/tsdb/es819/ES819TSDBDocValuesProducer.java
Extract Variable,Extract Variable,True,x-pack/plugin/migrate/src/main/java/org/elasticsearch/system_indices/task/SystemIndexMigrator.java
Change Variable Type,Change Return Type,False,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/data/FloatBlockEqualityTests.java
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java
Rename Parameter,Rename Parameter,True,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/lucene/LuceneSliceQueue.java
Extract Method,Extract Method,True,server/src/test/java/org/elasticsearch/transport/RemoteClusterServiceTests.java
Change Attribute Type,Change Attribute Type,True,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/FirstOverTimeFloatAggregator.java
Add Parameter,Add Parameter,True,x-pack/plugin/slm/src/internalClusterTest/java/org/elasticsearch/xpack/slm/SLMStatDisruptionIT.java
Rename Parameter,Rename Parameter,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/RateFloatGroupingAggregatorFunction.java
Modify Method Annotation,Modify Method Annotation,True,x-pack/plugin/esql/src/main/generated-src/org/elasticsearch/xpack/esql/expression/function/scalar/math/RoundToDouble.java
Rename Parameter,Rename Parameter,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/StdDevDoubleGroupingAggregatorFunction.java
Extract Variable,Extract Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/PercentileFloatGroupingAggregatorFunction.java
Add Method Annotation,Add Parameter,False,server/src/main/java/org/elasticsearch/index/shard/IndexShard.java
Change Attribute Access Modifier,Change Attribute Type,False,server/src/main/java/org/elasticsearch/index/mapper/BlockDocValuesReader.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MedianAbsoluteDeviationFloatAggregatorFunction.java
Move Class,Change Class Access Modifier,False,server/src/main/java/org/elasticsearch/index/codec/vectors/es818/MergeReaderWrapper.java
Add Parameter,Add Parameter,True,server/src/main/java/org/elasticsearch/index/codec/vectors/DefaultIVFVectorsWriter.java
Move Method,Extract And Move Method,False,modules/repository-gcs/src/main/java/org/elasticsearch/repositories/gcs/GoogleCloudStorageService.java
Change Attribute Access Modifier,Move Attribute,False,server/src/main/java/org/elasticsearch/TransportVersions.java
Change Parameter Type,Change Return Type,False,server/src/main/java/org/elasticsearch/index/codec/vectors/IVFVectorsWriter.java
Rename Parameter,Add Variable Modifier,False,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/ValuesIntAggregator.java
Rename Method,Rename Method,True,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/inference/InferenceOperatorTestCase.java
Change Parameter Type,Change Parameter Type,True,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/EsqlBaseParserBaseListener.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstOverTimeFloatGroupingAggregatorFunction.java
Rename Attribute,Change Attribute Type,False,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/info/DefaultBuildParameterExtension.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/CountDistinctIntGroupingAggregatorFunction.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SampleDoubleAggregatorFunction.java
Add Class Modifier,Rename Class,False,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/expression/function/DocsV3Support.java
Localize Parameter,Add Variable Modifier,False,server/src/main/java/org/elasticsearch/transport/RemoteConnectionStrategy.java
Rename Parameter,Remove Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/RateLongGroupingAggregatorFunction.java
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesGroupingAggregatorFunction.java
Extract Method,Rename Method,False,server/src/test/java/org/elasticsearch/cluster/routing/allocation/allocator/ClusterBalanceStatsTests.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MinBytesRefGroupingAggregatorFunction.java
Move Method,Extract Method,False,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java
Change Variable Type,Parameterize Variable,False,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/ValuesDoubleAggregator.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesDoubleGroupingAggregatorFunction.java
Extract Variable,Extract Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SampleBytesRefGroupingAggregatorFunction.java
Move Attribute,Move Attribute,True,server/src/main/java/org/elasticsearch/transport/RemoteClusterService.java
Move Method,Move Attribute,False,server/src/main/java/org/elasticsearch/transport/SniffConnectionStrategy.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/StdDevLongAggregatorFunction.java
Rename Variable,Extract Variable,False,x-pack/plugin/security/src/main/java/org/elasticsearch/xpack/security/Security.java
Change Variable Type,Change Variable Type,True,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/expression/function/DocsV3Support.java
Move And Rename Method,Extract Method,False,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/ValuesFloatAggregator.java
Remove Method Modifier,Add Parameter,False,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/Enrich.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MinBytesRefAggregatorFunction.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoShapeSourceValuesGroupingAggregatorFunction.java
Change Return Type,Change Return Type,True,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/expression/function/AbstractFunctionTestCase.java
Add Parameter,Add Parameter,True,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/expression/function/DocsV3Support.java
Rename Variable,Change Variable Type,False,x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/ilm/ShrinkStepTests.java
Add Parameter,Change Variable Type,False,server/src/main/java/org/elasticsearch/index/mapper/BlockLoader.java
Change Method Access Modifier,Add Parameter,False,modules/repository-azure/src/main/java/org/elasticsearch/repositories/azure/AzureStorageService.java
Rename Attribute,Rename Attribute,True,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/ValuesLongAggregator.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MaxIpGroupingAggregatorFunction.java
Add Parameter,Add Parameter,True,server/src/main/java/org/elasticsearch/index/mapper/BlockDocValuesReader.java
Add Method Annotation,Add Method Modifier,False,server/src/main/java/org/elasticsearch/transport/RemoteClusterService.java
Rename Parameter,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java
Rename Variable,Change Parameter Type,False,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/aggregation/MinFloatAggregatorFunctionTests.java
Rename Method,Move Method,False,x-pack/plugin/migrate/src/test/java/org/elasticsearch/system_indices/action/TransportGetFeatureUpgradeStatusActionTests.java
Rename Method,Extract Method,False,server/src/main/java/org/elasticsearch/index/codec/vectors/BQSpaceUtils.java
Extract Variable,Extract Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MinBytesRefAggregatorFunction.java
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/StdDevIntGroupingAggregatorFunction.java
Add Parameter,Add Parameter,True,x-pack/plugin/old-lucene-versions/src/internalClusterTest/java/org/elasticsearch/xpack/lucene/bwc/AbstractArchiveTestCase.java
Rename Variable,Change Return Type,False,server/src/main/java/org/elasticsearch/index/mapper/vectors/SparseVectorFieldMapper.java
Add Parameter,Add Parameter,True,modules/repository-gcs/src/main/java/org/elasticsearch/repositories/gcs/GoogleCloudStoragePlugin.java
Change Parameter Type,Change Return Type,False,server/src/main/java/org/elasticsearch/index/codec/vectors/DefaultIVFVectorsReader.java
Change Return Type,Change Variable Type,False,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/inference/bulk/BulkInferenceExecutorTests.java
Change Parameter Type,Change Parameter Type,True,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/expression/function/DocsV3Support.java
Rename Variable,Change Return Type,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstOverTimeLongGroupingAggregatorFunction.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/CountDistinctIntAggregatorFunction.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java
Extract Method,Move Attribute,False,test/framework/src/main/java/org/elasticsearch/entitlement/runtime/policy/TestPolicyManager.java
Add Variable Modifier,Remove Parameter,False,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/ValuesFloatAggregator.java
Remove Method Annotation,Remove Method Annotation,True,qa/packaging/src/test/java/org/elasticsearch/packaging/test/ArchiveGenerateInitialCredentialsTests.java
Rename Parameter,Change Return Type,False,server/src/main/java/org/elasticsearch/index/snapshots/IndexShardSnapshotStatus.java
Change Class Access Modifier,Change Type Declaration Kind,False,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/planner/LocalExecutionPlanner.java
Change Variable Type,Remove Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastOverTimeIntGroupingAggregatorFunction.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SampleLongGroupingAggregatorFunction.java
Rename Attribute,Rename Attribute,True,server/src/main/java/org/elasticsearch/index/engine/Engine.java
Extract Variable,Change Variable Type,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastOverTimeFloatGroupingAggregatorFunction.java
Remove Method Annotation,Remove Method Annotation,True,x-pack/plugin/sql/qa/jdbc/src/main/java/org/elasticsearch/xpack/sql/qa/jdbc/ResultSetTestCase.java
Add Parameter,Add Parameter,True,server/src/main/java/org/elasticsearch/index/codec/tsdb/es819/ES819TSDBDocValuesProducer.java
Change Attribute Type,Rename Attribute,False,qa/vector/src/main/java/org/elasticsearch/test/knn/KnnSearcher.java
Add Method Annotation,Add Parameter,False,x-pack/plugin/esql/src/internalClusterTest/java/org/elasticsearch/xpack/esql/plugin/IndexResolutionIT.java
Inline Variable,Parameterize Variable,False,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/aggregation/ValuesBytesRefAggregators.java
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MedianAbsoluteDeviationIntAggregatorFunction.java
Rename Parameter,Rename Parameter,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SumLongGroupingAggregatorFunction.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MaxIpAggregatorFunction.java
Change Attribute Type,Remove Attribute Modifier,False,modules/repository-gcs/src/main/java/org/elasticsearch/repositories/gcs/GoogleCloudStoragePlugin.java
Change Attribute Access Modifier,Move Attribute,False,x-pack/plugin/slm/src/main/java/org/elasticsearch/xpack/slm/SnapshotLifecycleService.java
Remove Method Modifier,Add Parameter,False,server/src/main/java/org/elasticsearch/index/codec/vectors/DiskBBQBulkWriter.java
Rename Parameter,Change Parameter Type,False,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/ValuesLongAggregator.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatAggregatorFunction.java
Change Method Access Modifier,Add Parameter,False,x-pack/plugin/slm/src/main/java/org/elasticsearch/xpack/slm/SnapshotLifecycleService.java
Change Variable Type,Rename Variable,False,server/src/test/java/org/elasticsearch/script/field/WriteFieldTests.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesBooleanAggregatorFunction.java
Rename Class,Rename Class,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstOverTimeDoubleGroupingAggregatorFunction.java
Change Return Type,Change Variable Type,False,x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/ilm/ShrinkStepTests.java
Change Attribute Type,Rename Attribute,False,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/ValuesBytesRefAggregator.java
Rename Attribute,Extract Attribute,False,modules/data-streams/src/main/java/org/elasticsearch/datastreams/action/TransportUpdateDataStreamSettingsAction.java
Rename Variable,Change Variable Type,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastOverTimeFloatGroupingAggregatorFunction.java
Extract Variable,Extract Variable,True,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/ReplaceStatsFilteredAggWithEvalTests.java
Extract Variable,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java
Remove Parameter,Rename Variable,False,server/src/test/java/org/elasticsearch/index/mapper/vectors/SparseVectorFieldMapperTests.java
Push Down Method,Extract Method,False,server/src/main/java/org/elasticsearch/index/codec/vectors/DiskBBQBulkWriter.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoShapeSourceValuesGroupingAggregatorFunction.java
Change Return Type,Change Return Type,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstLongByTimestampAggregatorFunctionSupplier.java
Modify Method Annotation,Add Parameter,False,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/date/DateTrunc.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstOverTimeFloatGroupingAggregatorFunction.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java
Add Method Annotation,Change Method Access Modifier,False,server/src/main/java/org/elasticsearch/index/engine/CombinedDeletionPolicy.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/RateLongGroupingAggregatorFunction.java
Add Variable Modifier,Parameterize Variable,False,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/aggregation/ValuesBytesRefAggregators.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MaxBytesRefAggregatorFunction.java
Extract Method,Extract Class,False,server/src/main/java/org/elasticsearch/action/bulk/TransportSimulateBulkAction.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MedianAbsoluteDeviationLongGroupingAggregatorFunction.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MedianAbsoluteDeviationFloatAggregatorFunction.java
Change Variable Type,Rename Variable,False,server/src/test/java/org/elasticsearch/script/field/WriteFieldTests.java
Add Parameter,Add Parameter,True,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/mapper/SemanticTextFieldMapper.java
Rename Parameter,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/CountDistinctIntGroupingAggregatorFunction.java
Change Method Access Modifier,Add Parameter,False,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/services/llama/completion/LlamaChatCompletionResponseHandler.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SampleBooleanAggregatorFunction.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/CountDistinctDoubleAggregatorFunction.java
Pull Up Method,Pull Up Method,True,libs/simdvec/src/main21/java/org/elasticsearch/simdvec/internal/MemorySegmentES92Int7VectorsScorer.java
Change Parameter Type,Extract Variable,False,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/aggregation/SampleBytesRefAggregatorFunctionTests.java
Rename Parameter,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MinIntGroupingAggregatorFunction.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MinBytesRefGroupingAggregatorFunction.java
Change Return Type,Change Return Type,True,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/external/response/streaming/StreamingErrorResponse.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesAggregatorFunction.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MinFloatGroupingAggregatorFunction.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/CountDistinctIntAggregatorFunction.java
Pull Up Method,Pull Up Method,True,server/src/main/java/org/elasticsearch/script/field/WriteField.java
Rename Variable,Change Variable Type,False,x-pack/plugin/ilm/src/test/java/org/elasticsearch/xpack/cluster/metadata/MetadataMigrateToDataTiersRoutingServiceTests.java
Rename Variable,Rename Parameter,False,server/src/main/java/org/elasticsearch/action/search/SearchResponse.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MedianAbsoluteDeviationLongGroupingAggregatorFunction.java
Extract Method,Rename Method,False,server/src/main/java/org/elasticsearch/index/fieldvisitor/StoredFieldLoader.java
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MinDoubleAggregatorFunction.java
Rename Method,Rename Method,True,libs/logstash-bridge/src/main/java/org/elasticsearch/logstashbridge/ingest/ProcessorBridge.java
Rename Parameter,Rename Parameter,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/TopLongGroupingAggregatorFunction.java
Change Method Access Modifier,Add Parameter,False,test/framework/src/main/java/org/elasticsearch/entitlement/runtime/policy/TestPathLookup.java
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/CountDistinctIntAggregatorFunction.java
Extract And Move Method,Move Attribute,False,libs/logstash-bridge/src/main/java/org/elasticsearch/logstashbridge/ingest/ProcessorBridge.java
Change Return Type,Change Parameter Type,False,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/expression/function/DocsV3Support.java
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MaxDoubleGroupingAggregatorFunction.java
Extract Method,Move And Rename Method,False,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/aggregation/ValuesBytesRefAggregators.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/PercentileIntGroupingAggregatorFunction.java
Remove Parameter,Change Parameter Type,False,x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java
Rename Method,Move Method,False,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/ShrinkStep.java
Change Variable Type,Rename Variable,False,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/inference/InferenceRunnerTests.java
Push Down Method,Push Down Method,True,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/data/AggregateMetricDoubleBlock.java
Extract Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SampleBytesRefGroupingAggregatorFunction.java
Change Parameter Type,Rename Variable,False,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/AsyncWaitStep.java
Add Thrown Exception Type,Add Parameter,False,server/src/test/java/org/elasticsearch/rest/action/ingest/RestSimulateIngestActionTests.java
Change Variable Type,Change Variable Type,True,x-pack/plugin/ilm/src/test/java/org/elasticsearch/xpack/cluster/metadata/MetadataMigrateToDataTiersRoutingServiceTests.java
Add Parameter,Add Parameter,True,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/XPackPlugin.java
Add Parameter,Add Parameter,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstOverTimeLongGroupingAggregatorFunction.java
Remove Parameter,Add Parameter Annotation,False,x-pack/plugin/esql/compute/gen/src/main/java/org/elasticsearch/compute/gen/GroupingAggregatorImplementer.java
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesBytesRefGroupingAggregatorFunction.java
Change Parameter Type,Rename Parameter,False,test/framework/src/main/java/org/elasticsearch/index/shard/IndexShardTestCase.java
Extract Method,Extract Method,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SampleDoubleAggregatorFunction.java
Rename Method,Rename Method,True,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/transport/TransportVersionResourcesService.java
Modify Parameter Annotation,Modify Parameter Annotation,True,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/aggregate/Max.java
Extract Method,Extract Method,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointSourceValuesAggregatorFunction.java
Rename Variable,Change Variable Type,False,x-pack/plugin/ilm/src/test/java/org/elasticsearch/xpack/cluster/metadata/MetadataMigrateToDataTiersRoutingServiceTests.java
Remove Thrown Exception Type,Remove Parameter Annotation,False,test/framework/src/main/java/org/elasticsearch/test/ESIntegTestCase.java
Rename Parameter,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesBytesRefGroupingAggregatorFunction.java
Change Variable Type,Change Variable Type,True,server/src/main/java/org/elasticsearch/transport/RemoteConnectionStrategy.java
Change Method Access Modifier,Add Parameter,False,server/src/internalClusterTest/java/org/elasticsearch/snapshots/SnapshotShutdownIT.java
Extract Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/StdDevIntGroupingAggregatorFunction.java
Change Attribute Access Modifier,Pull Up Attribute,False,server/src/main/java/org/elasticsearch/script/field/WriteField.java
Change Parameter Type,Rename Variable,False,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/aggregation/MaxIpAggregator.java
Add Variable Modifier,Change Parameter Type,False,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/rank/textsimilarity/TextSimilarityRankFeaturePhaseRankCoordinatorContext.java
Rename Variable,Localize Parameter,False,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/transport/ValidateTransportVersionResourcesTask.java
