actual,predicted,correct
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Move Source Folder,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Add Method Annotation,Change Method Access Modifier,False
Add Method Annotation,Change Method Access Modifier,False
Modify Method Annotation,Change Method Access Modifier,False
Remove Method Annotation,Change Method Access Modifier,False
Add Parameter,Change Method Access Modifier,False
Add Parameter,Change Method Access Modifier,False
Rename Method,Change Method Access Modifier,False
Add Method Annotation,Change Method Access Modifier,False
Extract Method,Change Method Access Modifier,False
Add Parameter,Change Method Access Modifier,False
Add Parameter,Change Method Access Modifier,False
Add Parameter,Change Method Access Modifier,False
Change Parameter Type,Change Method Access Modifier,False
Add Parameter,Change Method Access Modifier,False
Add Parameter,Change Method Access Modifier,False
Add Method Annotation,Change Method Access Modifier,False
Extract Method,Change Method Access Modifier,False
Add Parameter,Change Method Access Modifier,False
Add Parameter,Change Method Access Modifier,False
Add Parameter,Change Method Access Modifier,False
Change Parameter Type,Change Method Access Modifier,False
Add Parameter,Change Method Access Modifier,False
Add Parameter,Change Method Access Modifier,False
Add Method Annotation,Change Method Access Modifier,False
Remove Parameter,Change Method Access Modifier,False
Remove Parameter,Change Method Access Modifier,False
Remove Parameter,Change Method Access Modifier,False
Remove Parameter,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Extract Method,Change Method Access Modifier,False
Rename Variable,Change Method Access Modifier,False
Add Class Annotation,Change Method Access Modifier,False
Remove Method Annotation,Change Method Access Modifier,False
Extract Method,Change Method Access Modifier,False
Change Variable Type,Change Method Access Modifier,False
Rename Variable,Change Method Access Modifier,False
Rename Method,Change Method Access Modifier,False
Rename Method,Change Method Access Modifier,False
Rename Method,Change Method Access Modifier,False
Change Variable Type,Change Method Access Modifier,False
Modify Class Annotation,Change Method Access Modifier,False
Move Attribute,Change Method Access Modifier,False
Extract Class,Change Method Access Modifier,False
Add Attribute Modifier,Change Method Access Modifier,False
Remove Method Annotation,Change Method Access Modifier,False
Change Variable Type,Change Method Access Modifier,False
Rename Variable,Change Method Access Modifier,False
Change Return Type,Change Method Access Modifier,False
Replace Pipeline With Loop,Change Method Access Modifier,False
Replace Pipeline With Loop,Change Method Access Modifier,False
Replace Pipeline With Loop,Change Method Access Modifier,False
Inline Method,Change Method Access Modifier,False
Inline Method,Change Method Access Modifier,False
Move And Inline Method,Change Method Access Modifier,False
Move And Inline Method,Change Method Access Modifier,False
Rename Method,Change Method Access Modifier,False
Rename Method,Change Method Access Modifier,False
Change Return Type,Change Method Access Modifier,False
Rename Parameter,Change Method Access Modifier,False
Change Parameter Type,Change Method Access Modifier,False
Add Class Annotation,Change Method Access Modifier,False
Change Class Access Modifier,Change Method Access Modifier,False
Change Variable Type,Change Method Access Modifier,False
Change Variable Type,Change Method Access Modifier,False
Change Variable Type,Change Method Access Modifier,False
Change Variable Type,Change Method Access Modifier,False
Change Variable Type,Change Method Access Modifier,False
Rename Variable,Change Method Access Modifier,False
Rename Variable,Change Method Access Modifier,False
Rename Variable,Change Method Access Modifier,False
Extract And Move Method,Change Method Access Modifier,False
Extract And Move Method,Change Method Access Modifier,False
Inline Variable,Change Method Access Modifier,False
Extract And Move Method,Change Method Access Modifier,False
Change Attribute Type,Change Method Access Modifier,False
Change Attribute Type,Change Method Access Modifier,False
Change Attribute Type,Change Method Access Modifier,False
Change Variable Type,Change Method Access Modifier,False
Rename Variable,Change Method Access Modifier,False
Rename Variable,Change Method Access Modifier,False
Add Parameter,Change Method Access Modifier,False
Remove Parameter,Change Method Access Modifier,False
Remove Parameter,Change Method Access Modifier,False
Extract Variable,Change Method Access Modifier,False
Change Attribute Type,Change Method Access Modifier,False
Change Attribute Type,Change Method Access Modifier,False
Change Attribute Type,Change Method Access Modifier,False
Change Parameter Type,Change Method Access Modifier,False
Rename Parameter,Change Method Access Modifier,False
Add Parameter,Change Method Access Modifier,False
Change Variable Type,Change Method Access Modifier,False
Change Variable Type,Change Method Access Modifier,False
Change Variable Type,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Move Class,Change Method Access Modifier,False
Rename Parameter,Change Method Access Modifier,False
Change Parameter Type,Change Method Access Modifier,False
Rename Method,Change Method Access Modifier,False
Add Parameter,Change Method Access Modifier,False
Inline Method,Change Method Access Modifier,False
Change Attribute Access Modifier,Change Method Access Modifier,False
Add Method Annotation,Change Method Access Modifier,False
Change Attribute Access Modifier,Change Method Access Modifier,False
